description,location,start_time,name,start_order,result_order,nat,shooting,total,total_time
Men 12.5km Pursuit,Biathlon Stadium Hochfilzen,2020-12-19T12:00:00Z,FEMLING Peppe,42,48,SWE,1+1+2+1,5,35:32.4
Women 7.5km Sprint,Arena am Rennsteig,2021-01-08T10:30:00Z,PIDHRUSHNA Olena,39,53,UKR,1+2,3,26:31.3
Men 10km Sprint,Arena am Rennsteig,2021-01-08T13:15:00Z,WIESTNER Serafin,20,54,SUI,1+1,2,27:37.8
Men 10km Sprint,Arena am Rennsteig,2021-01-13T13:30:00Z,KOBONOKI Tsukasa,55,61,JPN,1+0,1,27:16.2
Mixed Relay (W+M),Arena am Rennsteig,2021-01-10T10:30:00Z,NEDZA-KUBINIEC Andrzej,70,12,POL,0+1 0+1,0+2,1:10:46.8
Men 4x7.5km Relay,Arena am Rennsteig,2021-01-15T13:30:00Z,BARTKO Simon,89,13,SVK,0+0 0+3,0+3,1:05:02.8
Women 7.5km Sprint,Arena am Rennsteig,2021-01-14T13:30:00Z,LUNDER Emma,42,63,CAN,1+2,3,24:59.2
Women 4x6km Relay,Arena am Rennsteig,2021-01-16T13:45:00Z,ZBYLUT Kinga,62,14,POL,0+1 0+2,0+3,18:44.8
Men 20km Individual,Suedtirol Arena Alto Adige,2021-01-22T12:15:00Z,WINDISCH Dominik,36,72,ITA,2+2+1+2,7,55:25.7
Women 15km Individual,Suedtirol Arena Alto Adige,2021-01-21T13:15:00Z,REID Joanne,30,71,USA,0+2+1+3,6,49:51.4
Men 4x7.5km Relay,Suedtirol Arena Alto Adige,2021-01-23T14:05:00Z,KAZAKHSTAN,106,16,KAZ,0+2 1+3,1+5,1:20:10.1
Women 4x6km Relay,Vysocina Arena,2021-03-04T15:05:00Z,ESTONIA,76,17,EST,3+4 1+6,4+10,1:08:06.5
Men 4x7.5km Relay,Vysocina Arena,2021-03-05T14:20:00Z,ILIEV Vladimir,118,17,BUL,0+1 0+0,0+1,38:05.4
Mixed Relay (W+M),Vysocina Arena,2021-03-14T09:25:00Z,LITHUANIA,96,20,LTU,0+3 2+3,2+6,17:04.5
Men 10km Sprint,Vysocina Arena,2021-03-06T14:40:00Z,RANTA Jaakko,82,85,FIN,1+2,3,25:45.5
Women 7.5km Sprint,Vysocina Arena,2021-03-06T10:00:00Z,KRUCHINKINA Elena,34,85,BLR,2+4,6,21:37.9
Men 10km Sprint,Vysocina Arena,2021-03-11T16:30:00Z,BAUER Klemen,84,90,SLO,2+1,3,25:00.6
Women 7.5km Sprint,Vysocina Arena,2021-03-12T16:30:00Z,LARDSCHNEIDER Irene,102,92,ITA,1+1,2,21:16.8
Single Mixed Relay (W+M),Vysocina Arena,2021-03-14T12:45:00Z,ZDRAVKOVA Maria,127,23,BUL,0+3 0+1,0+4,10:24.6
Women 7.5km Sprint,Swedish National Biathlon Arena,2021-03-19T11:30:00Z,KAZAKEVICH Irina,50,100,RUS,2+5,7,22:44.7
Women 4x6km Relay,Suedtirol Arena Alto Adige,2021-01-24T11:45:00Z,GAIM Grete,80,16,EST,0+1 0+1,0+2,1:12:47.5
Men 10km Sprint,Biathlon Stadium Kontiolahti,2020-12-03T12:30:00Z,PIDRUCHNYI Dmytro,45,35,UKR,1+1,2,25:40.3
Women 7.5km Sprint,Biathlon Stadium Hochfilzen,2020-12-11T10:30:00Z,HAECKI Lena,41,38,SUI,1+2,3,21:38.3
Men 12.5km Pursuit,Arena am Rennsteig,2021-01-09T13:45:00Z,GUZIK Grzegorz,44,59,POL,4+1+2+2,9,43:22.6
Women 4x6km Relay,Biathlon Stadium Hochfilzen,2020-12-12T10:45:00Z,KAISHEVA Uliana,20,8,RUS,0+0 0+0,0+0,1:09:55.3
Women 10km Pursuit,Biathlon Stadium Hochfilzen,2020-12-19T14:00:00Z,KAISHEVA Uliana,48,50,RUS,2+2+0+1,5,32:34.0
Men 10km Sprint,Biathlon Stadium Hochfilzen,2020-12-11T13:20:00Z,GERDZHIKOV Dimitar,62,39,BUL,0+0,0,25:31.7
Men 12.5km Pursuit,Biathlon Stadium Hochfilzen,2020-12-12T13:45:00Z,BIONAZ Didier,60,42,ITA,2+2+0+1,5,37:16.7
Women 10km Pursuit,Biathlon Stadium Hochfilzen,2020-12-13T10:45:00Z,MINKKINEN Suvi,56,44,FIN,0+2+0+1,3,32:45.5
Men 10km Sprint,Biathlon Stadium Hochfilzen,2020-12-17T13:15:00Z,LESSER Erik,46,46,GER,0+2,2,25:13.8
Women 7.5km Sprint,Biathlon Stadium Hochfilzen,2020-12-18T13:15:00Z,KRYUKO Iryna,35,47,BLR,1+0,1,21:25.8
Men 12.5km Pursuit,Biathlon Stadium Hochfilzen,2020-12-19T12:00:00Z,FINELLO Jeremy,50,49,SUI,1+1+2+2,6,35:33.0
Women 7.5km Sprint,Arena am Rennsteig,2021-01-08T10:30:00Z,GHILENKO Alla,75,54,MDA,0+0,0,26:37.4
Men 10km Sprint,Arena am Rennsteig,2021-01-08T13:15:00Z,BIONAZ Didier,29,55,ITA,0+1,1,27:38.7
Men 10km Sprint,Arena am Rennsteig,2021-01-13T13:30:00Z,RANTA Jaakko,72,62,FIN,2+0,2,27:28.7
Mixed Relay (W+M),Arena am Rennsteig,2021-01-10T10:30:00Z,SWEDEN,26,13,SWE,1+7 1+7,2+14,1:11:18.2
Men 4x7.5km Relay,Arena am Rennsteig,2021-01-15T13:30:00Z,BALOGA Matej,90,13,SVK,0+0 0+2,0+2,1:27:25.9
Women 7.5km Sprint,Arena am Rennsteig,2021-01-14T13:30:00Z,INNERHOFER Katharina,72,64,AUT,1+2,3,25:00.1
Women 4x6km Relay,Arena am Rennsteig,2021-01-16T13:45:00Z,ZUK Kamila,63,14,POL,0+1 0+1,0+2,38:17.0
Men 20km Individual,Suedtirol Arena Alto Adige,2021-01-22T12:15:00Z,SCHOMMER Paul,83,72,USA,2+1+1+1,5,55:25.7
Women 15km Individual,Suedtirol Arena Alto Adige,2021-01-21T13:15:00Z,KRUCHINKINA Elena,42,72,BLR,2+1+2+2,7,50:05.0
Men 4x7.5km Relay,Suedtirol Arena Alto Adige,2021-01-23T14:05:00Z,MUKHIN Alexandr,107,16,KAZ,0+1 0+0,0+1,18:53.4
Women 4x6km Relay,Vysocina Arena,2021-03-04T15:05:00Z,OJA Regina,77,17,EST,0+0 0+0,0+0,15:44.5
Men 4x7.5km Relay,Vysocina Arena,2021-03-05T14:20:00Z,SINAPOV Anton,119,17,BUL,0+1 1+3,1+4,57:53.5
Mixed Relay (W+M),Vysocina Arena,2021-03-14T09:25:00Z,KOCERGINA Natalja,97,20,LTU,0+1 0+3,0+4,36:04.9
Men 10km Sprint,Vysocina Arena,2021-03-06T14:40:00Z,FINELLO Jeremy,57,87,SUI,3+3,6,25:47.4
Women 7.5km Sprint,Vysocina Arena,2021-03-06T10:00:00Z,ZADRAVEC Nina,102,86,SLO,0+1,1,21:42.2
Men 10km Sprint,Vysocina Arena,2021-03-11T16:30:00Z,SIMA Michal,17,91,SVK,0+2,2,25:03.7
Women 7.5km Sprint,Vysocina Arena,2021-03-12T16:30:00Z,KADEVA Daniela,60,93,BUL,0+3,3,21:20.6
Single Mixed Relay (W+M),Vysocina Arena,2021-03-14T12:45:00Z,SINAPOV Anton,128,23,BUL,0+3 0+1,0+4,19:21.5
Women 7.5km Sprint,Swedish National Biathlon Arena,2021-03-19T11:30:00Z,JISLOVA Jessica,61,101,CZE,3+5,8,23:22.3
Women 4x6km Relay,Suedtirol Arena Alto Adige,2021-01-24T11:45:00Z,FINLAND,66,17,FIN,0+6 0+3,0+9,1:12:54.2
Men 10km Sprint,Biathlon Stadium Kontiolahti,2020-12-03T12:30:00Z,EBERHARD Julian,30,37,AUT,2+1,3,25:41.0
Women 7.5km Sprint,Biathlon Stadium Hochfilzen,2020-12-11T10:30:00Z,BEAUDRY Sarah,59,39,CAN,0+1,1,21:40.8
Women 4x6km Relay,Biathlon Stadium Hochfilzen,2020-12-12T10:45:00Z,SWITZERLAND,46,9,SUI,1+7 0+5,1+12,1:10:10.6
Women 10km Pursuit,Biathlon Stadium Hochfilzen,2020-12-19T14:00:00Z,BLASHKO Darya,34,51,UKR,0+0+1+2,3,32:46.7
Men 10km Sprint,Biathlon Stadium Hochfilzen,2020-12-11T13:20:00Z,DOHERTY Sean,106,40,USA,0+1,1,25:31.9
Men 12.5km Pursuit,Biathlon Stadium Hochfilzen,2020-12-12T13:45:00Z,PRYMA Artem,30,43,UKR,2+1+3+1,7,37:22.0
Women 10km Pursuit,Biathlon Stadium Hochfilzen,2020-12-13T10:45:00Z,ZUK Kamila,49,45,POL,0+1+2+1,4,32:56.0
Men 10km Sprint,Biathlon Stadium Hochfilzen,2020-12-17T13:15:00Z,HASILLA Tomas,66,47,SVK,0+0,0,25:15.7
Women 7.5km Sprint,Biathlon Stadium Hochfilzen,2020-12-18T13:15:00Z,KAISHEVA Uliana,45,48,RUS,1+2,3,21:26.1
Men 12.5km Pursuit,Biathlon Stadium Hochfilzen,2020-12-19T12:00:00Z,DOMBROVSKI Karol,59,50,LTU,0+1+1+1,3,35:33.2
Women 7.5km Sprint,Arena am Rennsteig,2021-01-08T10:30:00Z,EDER Mari,35,55,FIN,2+2,4,26:38.2
Men 10km Sprint,Arena am Rennsteig,2021-01-08T13:15:00Z,DOVZAN Miha,11,56,SLO,0+2,2,27:44.6
Men 10km Sprint,Arena am Rennsteig,2021-01-13T13:30:00Z,GUZIK Grzegorz,35,63,POL,0+2,2,27:29.4
Mixed Relay (W+M),Arena am Rennsteig,2021-01-10T10:30:00Z,PERSSON Linn,27,13,SWE,0+2 0+0,0+2,18:07.7
Men 4x7.5km Relay,Arena am Rennsteig,2021-01-15T13:30:00Z,ESTONIA,91,14,EST,0+4 1+7,1+11,1:27:37.1
Women 7.5km Sprint,Arena am Rennsteig,2021-01-14T13:30:00Z,CHEVALIER Chloe,8,65,FRA,0+2,2,25:01.1
Women 4x6km Relay,Arena am Rennsteig,2021-01-16T13:45:00Z,GWIZDON Magdalena,64,14,POL,0+3 0+0,0+3,58:29.2
Men 20km Individual,Suedtirol Arena Alto Adige,2021-01-22T12:15:00Z,PIDRUCHNYI Dmytro,32,74,UKR,1+1+3+1,6,55:28.1
Women 15km Individual,Suedtirol Arena Alto Adige,2021-01-21T13:15:00Z,JAKIELA Joanna,66,73,POL,2+2+1+1,6,50:11.1
Men 4x7.5km Relay,Suedtirol Arena Alto Adige,2021-01-23T14:05:00Z,KIREYEV Vladislav,108,16,KAZ,0+0 1+3,1+3,39:38.0
Women 4x6km Relay,Vysocina Arena,2021-03-04T15:05:00Z,TALIHAERM Johanna,78,17,EST,3+3 0+1,3+4,33:16.1
Men 4x7.5km Relay,Vysocina Arena,2021-03-05T14:20:00Z,ORYASHKOV Vladimir,120,17,BUL,0+2 3+3,3+5,1:20:15.7
Mixed Relay (W+M),Vysocina Arena,2021-03-14T09:25:00Z,LESCINSKAITE Gabriele,98,20,LTU,0+2 0+2,0+4,Lapped
Men 10km Sprint,Vysocina Arena,2021-03-06T14:40:00Z,ZEMLICKA Milan,28,88,CZE,3+0,3,25:51.6
Women 7.5km Sprint,Vysocina Arena,2021-03-06T10:00:00Z,REID Joanne,87,87,USA,1+4,5,21:49.4
Men 10km Sprint,Vysocina Arena,2021-03-11T16:30:00Z,LEMMERER Harald,86,92,AUT,0+3,3,25:12.2
Women 7.5km Sprint,Vysocina Arena,2021-03-12T16:30:00Z,LUNDER Emma,78,94,CAN,4+1,5,21:29.0
Single Mixed Relay (W+M),Vysocina Arena,2021-03-14T12:45:00Z,ZDRAVKOVA Maria,129,23,BUL,0+3 0+3,0+6,29:58.1
Women 4x6km Relay,Suedtirol Arena Alto Adige,2021-01-24T11:45:00Z,MINKKINEN Suvi,67,17,FIN,0+1 0+1,0+2,18:40.3
Men 10km Sprint,Biathlon Stadium Kontiolahti,2020-12-03T12:30:00Z,CLAUDE Florent,53,38,BEL,0+1,1,25:41.4
Women 7.5km Sprint,Biathlon Stadium Hochfilzen,2020-12-11T10:30:00Z,GASPARIN Selina,15,40,SUI,1+2,3,21:41.5
Women 4x6km Relay,Biathlon Stadium Hochfilzen,2020-12-12T10:45:00Z,CADURISCH Irene,47,9,SUI,0+2 0+1,0+3,17:38.2
Women 10km Pursuit,Biathlon Stadium Hochfilzen,2020-12-19T14:00:00Z,HAECKI Lena,55,52,SUI,0+2+3+1,6,33:01.6
Men 10km Sprint,Biathlon Stadium Hochfilzen,2020-12-11T13:20:00Z,STVRTECKY Jakub,48,41,CZE,1+2,3,25:33.6
Men 12.5km Pursuit,Biathlon Stadium Hochfilzen,2020-12-12T13:45:00Z,DOHERTY Sean,40,44,USA,1+3+1+1,6,37:24.5
Women 10km Pursuit,Biathlon Stadium Hochfilzen,2020-12-13T10:45:00Z,LIE Lotte,48,46,BEL,0+0+1+1,2,33:06.0
Men 10km Sprint,Biathlon Stadium Hochfilzen,2020-12-17T13:15:00Z,ERMITS Kalev,8,48,EST,1+0,1,25:17.9
Women 7.5km Sprint,Biathlon Stadium Hochfilzen,2020-12-18T13:15:00Z,SIMON Julia,50,49,FRA,0+3,3,21:29.4
Men 12.5km Pursuit,Biathlon Stadium Hochfilzen,2020-12-19T12:00:00Z,RUNNALLS Adam,57,51,CAN,0+2+1+2,5,35:48.2
Women 7.5km Sprint,Arena am Rennsteig,2021-01-08T10:30:00Z,KAZAKEVICH Irina,37,56,RUS,1+2,3,26:38.5
Men 10km Sprint,Arena am Rennsteig,2021-01-08T13:15:00Z,ZEMLICKA Milan,9,57,CZE,1+0,1,27:46.8
Men 10km Sprint,Arena am Rennsteig,2021-01-13T13:30:00Z,BOCHARNIKOV Sergey,1,64,BLR,1+2,3,27:31.7
Mixed Relay (W+M),Arena am Rennsteig,2021-01-10T10:30:00Z,OEBERG Elvira,28,13,SWE,1+3 0+2,1+5,37:21.4
Men 4x7.5km Relay,Arena am Rennsteig,2021-01-15T13:30:00Z,ZAHKNA Rene,92,14,EST,0+1 0+0,0+1,20:59.4
Women 7.5km Sprint,Arena am Rennsteig,2021-01-14T13:30:00Z,BANKES Megan,3,66,CAN,1+2,3,25:07.6
Women 4x6km Relay,Arena am Rennsteig,2021-01-16T13:45:00Z,PITON Karolina,65,14,POL,0+1 1+3,1+4,1:19:50.5
Men 20km Individual,Suedtirol Arena Alto Adige,2021-01-22T12:15:00Z,STROLIA Vytautas,22,75,LTU,1+1+2+1,5,55:37.6
Women 15km Individual,Suedtirol Arena Alto Adige,2021-01-21T13:15:00Z,MAEDA Sari,71,74,JPN,0+3+1+1,5,50:14.5
Men 4x7.5km Relay,Suedtirol Arena Alto Adige,2021-01-23T14:05:00Z,SIRIK Sergey,109,16,KAZ,0+0 0+0,0+0,59:41.5
Women 4x6km Relay,Vysocina Arena,2021-03-04T15:05:00Z,TOMINGAS Tuuli,79,17,EST,0+1 1+3,1+4,50:42.5
Men 4x7.5km Relay,Vysocina Arena,2021-03-05T14:20:00Z,BELGIUM,101,18,BEL,0+3 0+2,0+5,Lapped
Mixed Relay (W+M),Vysocina Arena,2021-03-14T09:25:00Z,KAUKENAS Tomas,99,20,LTU,0+2 0+0,0+2,18:28.2
Men 10km Sprint,Vysocina Arena,2021-03-06T14:40:00Z,SCHOMMER Paul,20,89,USA,1+3,4,25:56.2
Women 7.5km Sprint,Vysocina Arena,2021-03-06T10:00:00Z,REMENOVA Maria,59,88,SVK,0+3,3,21:51.2
Men 10km Sprint,Vysocina Arena,2021-03-11T16:30:00Z,TYSHCHENKO Artem,24,93,UKR,0+1,1,25:12.3
Women 7.5km Sprint,Vysocina Arena,2021-03-12T16:30:00Z,MOSER Nadia,90,95,CAN,2+2,4,21:30.5
Single Mixed Relay (W+M),Vysocina Arena,2021-03-14T12:45:00Z,SINAPOV Anton,130,23,BUL,0+1 2+3,2+4,43:07.7
Women 4x6km Relay,Suedtirol Arena Alto Adige,2021-01-24T11:45:00Z,EDER Mari,68,17,FIN,0+1 0+2,0+3,36:17.1
Men 10km Sprint,Biathlon Stadium Kontiolahti,2020-12-03T12:30:00Z,JACQUELIN Emilien,6,39,FRA,1+2,3,25:48.3
Women 7.5km Sprint,Biathlon Stadium Hochfilzen,2020-12-11T10:30:00Z,SKOTTHEIM Johanna,20,41,SWE,1+1,2,21:42.3
Women 4x6km Relay,Biathlon Stadium Hochfilzen,2020-12-12T10:45:00Z,GASPARIN Selina,48,9,SUI,1+3 0+3,1+6,35:59.1
Women 10km Pursuit,Biathlon Stadium Hochfilzen,2020-12-19T14:00:00Z,ZBYLUT Kinga,58,53,POL,1+1+2+2,6,33:30.3
Men 10km Sprint,Biathlon Stadium Hochfilzen,2020-12-11T13:20:00Z,SCHOMMER Paul,17,42,USA,0+1,1,25:34.4
Men 12.5km Pursuit,Biathlon Stadium Hochfilzen,2020-12-12T13:45:00Z,DUDCHENKO Anton,52,45,UKR,0+0+2+1,3,37:28.7
Women 10km Pursuit,Biathlon Stadium Hochfilzen,2020-12-13T10:45:00Z,SOLA Hanna,42,47,BLR,3+1+1+2,7,33:23.6
Men 10km Sprint,Biathlon Stadium Hochfilzen,2020-12-17T13:15:00Z,VACLAVIK Adam,40,49,CZE,1+1,2,25:19.1
Women 7.5km Sprint,Biathlon Stadium Hochfilzen,2020-12-18T13:15:00Z,MAGNUSSON Anna,27,50,SWE,1+0,1,21:31.6
Men 12.5km Pursuit,Biathlon Stadium Hochfilzen,2020-12-19T12:00:00Z,VACLAVIK Adam,49,52,CZE,2+2+0+1,5,35:53.0
Women 7.5km Sprint,Arena am Rennsteig,2021-01-08T10:30:00Z,TALIHAERM Johanna,14,57,EST,1+0,1,26:42.8
Men 10km Sprint,Arena am Rennsteig,2021-01-08T13:15:00Z,SCHEMPP Simon,89,58,GER,0+1,1,27:49.0
Men 10km Sprint,Arena am Rennsteig,2021-01-13T13:30:00Z,RUNNALLS Adam,93,65,CAN,0+2,2,27:39.9
Mixed Relay (W+M),Arena am Rennsteig,2021-01-10T10:30:00Z,NELIN Jesper,29,13,SWE,0+1 1+3,1+4,54:08.8
Men 4x7.5km Relay,Arena am Rennsteig,2021-01-15T13:30:00Z,ERMITS Kalev,93,14,EST,0+0 0+3,0+3,42:23.9
Women 7.5km Sprint,Arena am Rennsteig,2021-01-14T13:30:00Z,KRYUKO Iryna,5,67,BLR,1+3,4,25:10.1
Women 4x6km Relay,Arena am Rennsteig,2021-01-16T13:45:00Z,ITALY,21,15,ITA,2+5 1+7,3+12,1:20:28.2
Men 20km Individual,Suedtirol Arena Alto Adige,2021-01-22T12:15:00Z,BROWN Jake,72,76,USA,2+2+0+2,6,55:38.6
Women 15km Individual,Suedtirol Arena Alto Adige,2021-01-21T13:15:00Z,AKHATOVA Lyudmila,39,75,KAZ,2+0+0+2,4,50:28.0
Men 4x7.5km Relay,Suedtirol Arena Alto Adige,2021-01-23T14:05:00Z,BELETSKIY Danil,110,16,KAZ,0+1 0+0,0+1,1:20:10.1
Women 4x6km Relay,Vysocina Arena,2021-03-04T15:05:00Z,LEHTLA Kadri,80,17,EST,0+0 0+2,0+2,1:08:06.5
Men 4x7.5km Relay,Vysocina Arena,2021-03-05T14:20:00Z,LANGER Thierry,102,18,BEL,0+0 0+0,0+0,19:12.7
Mixed Relay (W+M),Vysocina Arena,2021-03-14T09:25:00Z,STROLIA Vytautas,100,20,LTU,0+3 1+3,1+6,Lapped
Men 10km Sprint,Vysocina Arena,2021-03-06T14:40:00Z,BANYS Linas,90,90,LTU,0+2,2,25:57.2
Women 7.5km Sprint,Vysocina Arena,2021-03-06T10:00:00Z,TOMINGAS Tuuli,38,89,EST,1+1,2,21:52.1
Men 10km Sprint,Vysocina Arena,2021-03-11T16:30:00Z,PATRIJUKS Aleksandrs,79,94,LAT,3+1,4,25:21.2
Women 7.5km Sprint,Vysocina Arena,2021-03-12T16:30:00Z,REMENOVA Maria,84,96,SVK,1+2,3,21:30.9
Single Mixed Relay (W+M),Vysocina Arena,2021-03-14T12:45:00Z,KOREA,131,24,KOR,1+3 0+2,1+5,Lapped
Women 4x6km Relay,Suedtirol Arena Alto Adige,2021-01-24T11:45:00Z,LEHTONEN Venla,69,17,FIN,0+2 0+0,0+2,54:25.6
Men 10km Sprint,Biathlon Stadium Kontiolahti,2020-12-03T12:30:00Z,ILIEV Vladimir,27,40,BUL,1+1,2,25:50.3
Women 7.5km Sprint,Biathlon Stadium Hochfilzen,2020-12-11T10:30:00Z,SOLA Hanna,78,42,BLR,0+3,3,21:44.2
Women 4x6km Relay,Biathlon Stadium Hochfilzen,2020-12-12T10:45:00Z,GASPARIN Aita,49,9,SUI,0+1 0+0,0+1,53:25.1
Women 10km Pursuit,Biathlon Stadium Hochfilzen,2020-12-19T14:00:00Z,KLEMENCIC Polona,38,54,SLO,2+1+1+1,5,33:34.7
Men 10km Sprint,Biathlon Stadium Hochfilzen,2020-12-11T13:20:00Z,DESTHIEUX Simon,29,43,FRA,1+3,4,25:34.6
Men 12.5km Pursuit,Biathlon Stadium Hochfilzen,2020-12-12T13:45:00Z,TRSAN Rok,27,46,SLO,2+2+1+0,5,37:31.6
Women 10km Pursuit,Biathlon Stadium Hochfilzen,2020-12-13T10:45:00Z,DUNKLEE Susan,53,48,USA,1+2+2+1,6,33:45.2
Men 10km Sprint,Biathlon Stadium Hochfilzen,2020-12-17T13:15:00Z,FINELLO Jeremy,37,50,SUI,1+2,3,25:20.1
Women 7.5km Sprint,Biathlon Stadium Hochfilzen,2020-12-18T13:15:00Z,SKOTTHEIM Johanna,12,51,SWE,1+1,2,21:32.8
Men 12.5km Pursuit,Biathlon Stadium Hochfilzen,2020-12-19T12:00:00Z,LANGER Thierry,44,53,BEL,1+2+0+2,5,36:04.8
Women 7.5km Sprint,Arena am Rennsteig,2021-01-08T10:30:00Z,SKOTTHEIM Johanna,13,58,SWE,0+1,1,26:43.0
Men 10km Sprint,Arena am Rennsteig,2021-01-08T13:15:00Z,MAGAZEEV Pavel,33,59,MDA,2+2,4,27:50.4
Men 10km Sprint,Arena am Rennsteig,2021-01-13T13:30:00Z,KAUKENAS Tomas,83,66,LTU,0+2,2,27:40.3
Mixed Relay (W+M),Arena am Rennsteig,2021-01-10T10:30:00Z,FEMLING Peppe,30,13,SWE,0+1 0+2,0+3,1:11:18.2
Men 4x7.5km Relay,Arena am Rennsteig,2021-01-15T13:30:00Z,HELDNA Robert,94,14,EST,0+3 0+1,0+4,1:05:02.4
Women 7.5km Sprint,Arena am Rennsteig,2021-01-14T13:30:00Z,RIEDER Christina,92,68,AUT,0+0,0,25:13.7
Women 4x6km Relay,Arena am Rennsteig,2021-01-16T13:45:00Z,VITTOZZI Lisa,22,15,ITA,0+2 0+0,0+2,18:04.1
Men 20km Individual,Suedtirol Arena Alto Adige,2021-01-22T12:15:00Z,LAZOUSKI Dzmitry,15,77,BLR,0+1+2+2,5,55:50.6
Women 15km Individual,Suedtirol Arena Alto Adige,2021-01-21T13:15:00Z,KONDRATYEVA Anastassiya,92,76,KAZ,0+0+2+1,3,50:34.7
Men 4x7.5km Relay,Suedtirol Arena Alto Adige,2021-01-23T14:05:00Z,ESTONIA,81,17,EST,0+4 3+6,3+10,1:20:12.2
Women 4x6km Relay,Vysocina Arena,2021-03-04T15:05:00Z,CZECH REPUBLIC,46,18,CZE,2+8 3+8,5+16,1:08:27.3
Men 4x7.5km Relay,Vysocina Arena,2021-03-05T14:20:00Z,CLAUDE Florent,103,18,BEL,0+3 1+3,1+6,38:05.8
Mixed Relay (W+M),Vysocina Arena,2021-03-14T09:25:00Z,ESTONIA,76,21,EST,1+3 2+3,3+6,18:08.1
Men 10km Sprint,Vysocina Arena,2021-03-06T14:40:00Z,GUZIK Grzegorz,9,91,POL,1+2,3,26:02.9
Women 7.5km Sprint,Vysocina Arena,2021-03-06T10:00:00Z,SANFILIPPO Federica,40,90,ITA,1+3,4,21:53.6
Men 10km Sprint,Vysocina Arena,2021-03-11T16:30:00Z,HASILLA Tomas,94,95,SVK,1+2,3,25:24.0
Women 7.5km Sprint,Vysocina Arena,2021-03-12T16:30:00Z,BELCHENKO Yelizaveta,39,97,KAZ,1+2,3,21:36.5
Single Mixed Relay (W+M),Vysocina Arena,2021-03-14T12:45:00Z,AVVAKUMOVA Ekaterina,132,24,KOR,0+0 0+1,0+1,10:35.7
Women 4x6km Relay,Suedtirol Arena Alto Adige,2021-01-24T11:45:00Z,JANKA Erika,70,17,FIN,0+2 0+0,0+2,1:12:54.2
Men 10km Sprint,Biathlon Stadium Kontiolahti,2020-12-03T12:30:00Z,EDER Simon,15,41,AUT,0+1,1,25:51.6
Women 7.5km Sprint,Biathlon Stadium Hochfilzen,2020-12-11T10:30:00Z,BRAISAZ-BOUCHET Justine,3,43,FRA,2+2,4,21:45.7
Women 4x6km Relay,Biathlon Stadium Hochfilzen,2020-12-12T10:45:00Z,HAECKI Lena,50,9,SUI,0+1 0+1,0+2,1:10:10.6
Women 10km Pursuit,Biathlon Stadium Hochfilzen,2020-12-19T14:00:00Z,TACHIZAKI Fuyuko,53,55,JPN,1+0+1+3,5,33:51.8
Men 10km Sprint,Biathlon Stadium Hochfilzen,2020-12-11T13:20:00Z,KOBONOKI Tsukasa,90,44,JPN,1+0,1,25:36.3
Men 12.5km Pursuit,Biathlon Stadium Hochfilzen,2020-12-12T13:45:00Z,BOCHARNIKOV Sergey,54,47,BLR,0+1+2+1,4,37:32.0
Women 10km Pursuit,Biathlon Stadium Hochfilzen,2020-12-13T10:45:00Z,BENDIKA Baiba,20,49,LAT,1+0+2+4,7,33:47.2
Men 10km Sprint,Biathlon Stadium Hochfilzen,2020-12-17T13:15:00Z,DOHERTY Sean,78,51,USA,1+1,2,25:20.4
Women 7.5km Sprint,Biathlon Stadium Hochfilzen,2020-12-18T13:15:00Z,SCHWAIGER Julia,42,52,AUT,0+2,2,21:37.4
Men 12.5km Pursuit,Biathlon Stadium Hochfilzen,2020-12-19T12:00:00Z,HARJULA Tuomas,41,54,FIN,1+1+2+0,4,36:20.3
Women 7.5km Sprint,Arena am Rennsteig,2021-01-08T10:30:00Z,KOCERGINA Natalja,88,59,LTU,1+1,2,26:45.1
Men 10km Sprint,Arena am Rennsteig,2021-01-08T13:15:00Z,GARANICHEV Evgeniy,62,60,RUS,0+3,3,27:51.5
Men 10km Sprint,Arena am Rennsteig,2021-01-13T13:30:00Z,CLAUDE Emilien,89,67,FRA,1+2,3,27:40.7
Mixed Relay (W+M),Arena am Rennsteig,2021-01-10T10:30:00Z,CZECH REPUBLIC,31,14,CZE,1+6 0+8,1+14,1:11:44.0
Men 4x7.5km Relay,Arena am Rennsteig,2021-01-15T13:30:00Z,RAENKEL Raido,95,14,EST,0+0 1+3,1+3,1:27:37.1
Women 7.5km Sprint,Arena am Rennsteig,2021-01-14T13:30:00Z,GWIZDON Magdalena,83,69,POL,0+1,1,25:15.7
Women 4x6km Relay,Arena am Rennsteig,2021-01-16T13:45:00Z,LARDSCHNEIDER Irene,23,15,ITA,2+3 0+2,2+5,40:36.4
Men 20km Individual,Suedtirol Arena Alto Adige,2021-01-22T12:15:00Z,ERMITS Kalev,56,78,EST,2+2+1+1,6,55:54.0
Women 15km Individual,Suedtirol Arena Alto Adige,2021-01-21T13:15:00Z,CHARVATOVA Lucie,59,77,CZE,3+2+0+3,8,50:46.7
Men 4x7.5km Relay,Suedtirol Arena Alto Adige,2021-01-23T14:05:00Z,ZAHKNA Rene,82,17,EST,0+1 0+0,0+1,19:05.4
Women 4x6km Relay,Vysocina Arena,2021-03-04T15:05:00Z,JISLOVA Jessica,47,18,CZE,0+3 0+3,0+6,16:54.0
Men 4x7.5km Relay,Vysocina Arena,2021-03-05T14:20:00Z,LAHAYE-GOFFART Tom,104,18,BEL,0+1 0+2,0+3,Lapped
